id,name_en,name_jp,id_band,class_job,req_level,compat_key,caster_state_req,dmg_attr,dmg_attr_label,dmg_attr_weight,dmg_elem,dmg_elem_label,dmg_elem_weight,dmg_class,magnitude,hp_cost,mp_cost,tp_cost,cast_time,recast_time,action_gauge,range,best_range,min_range,effect_range,recast_sep_hands,target_state_gate,p1_base,p1_grow,p2_base,p2_grow,p3_base,p3_grow,p4_base,p4_grow,effect_block_raw
27154,Riot Blade,ライオットソード,27xxx,3,30,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,2000,0,80,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27155,Rage of Halone,レイジオブハルオーネ,27xxx,3,46,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,1500,0,20,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=-0.4;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27156,Shield Bash,シールドバッシュ,27xxx,3,18,6,2,1,Slashing,1,-1,None,0,physical,0,0,0,250,0,30,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27157,War Drum,ウォードラム,27xxx,3,38,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,500,0,60,0,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27158,Phalanx,ファランクス,27xxx,3,4,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,250,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27159,Spirits Within,スピリッツウィズイン,27xxx,16,0,89,2,1,Slashing,1,-1,None,0,physical,0,0,0,3000,0,60,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.5;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27160,Enhanced Sentinel,センチネル効果アップ,27xxx,3,36,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27161,Enhanced Flash,フラッシュ効果アップI,27xxx,3,28,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27162,Enhanced Flash II,フラッシュ効果アップII,27xxx,3,48,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,8,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27163,Enhanced Rampart,ランパート効果アップ,27xxx,3,12,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,8,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27164,Swift Aegis Boon,イージスブーンリキャストタイム短縮,27xxx,3,20,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,45,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27165,Enhanced Outmaneuver,アウトマニューバ効果アップ,27xxx,3,44,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27166,Enhanced Physical Crit Resilience,物理クリティカル防御力アップI,27xxx,3,32,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27167,Enhanced Block Rate,ブロック発動力アップI,27xxx,3,16,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27168,Enhanced Physical Defense,物理防御力アップI,27xxx,3,8,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27169,Enhanced Physical Defense II,物理防御力アップII,27xxx,3,24,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27170,Enhanced Physical Defense III,物理防御力アップIII,27xxx,3,40,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27180,Provoke,挑発,27xxx,4,14,6,2,-1,None,0,-1,None,0,none,0,0,0,0,0,30,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27181,Foresight,フォーサイト,27xxx,4,2,6,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27182,Bloodbath,ブラッドバス,27xxx,4,6,6,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27183,Berserk,バーサク,27xxx,4,22,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,10,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27184,Rampage,ランページ,27xxx,4,34,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,10,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27185,Enduring March,不屈の行軍,27xxx,4,42,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,180,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27186,Vengeance,ヴェンジェンス,27xxx,17,0,90,0,-1,None,0,-1,None,0,none,0,0,0,0,0,150,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27187,Antagonize,アンタゴナイズ,27xxx,17,0,90,0,-1,None,0,-1,None,0,none,0,0,0,0,0,120,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27188,Collusion,コルーション,27xxx,17,0,90,0,-1,None,0,-1,None,0,none,0,0,0,0,0,90,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27189,Mighty Strikes,マイティストライク,27xxx,17,0,90,0,-1,None,0,-1,None,0,none,0,0,0,0,0,900,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27190,Heavy Swing,ヘヴィスウィング,27xxx,4,1,87,2,1,Slashing,1,-1,None,0,physical,0,0,0,1000,0,10,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27191,Skull Sunder,スカルサンダー,27xxx,4,10,87,2,1,Slashing,1,-1,None,0,physical,0,0,0,1500,0,30,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27192,Steel Cyclone,スチールサイクロン,27xxx,17,0,90,2,1,Slashing,1,-1,None,0,physical,0,0,0,1000,0,30,0,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27193,Brutal Swing,ブルータルスウィング,27xxx,4,4,87,2,1,Slashing,1,-1,None,0,physical,0,0,0,1500,0,20,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27194,Maim,メイム,27xxx,4,26,87,2,1,Slashing,1,-1,None,0,physical,0,0,0,1500,0,30,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27195,Godsbane,ゴッズベーン,27xxx,4,50,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,3000,0,60,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27196,Path of the Storm,シュトルムヴィント,27xxx,4,38,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,1500,0,30,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27197,Whirlwind,ワールウィンド,27xxx,4,46,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,3000,0,80,0,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27198,Fracture,フラクチャー,27xxx,4,18,113,2,1,Slashing,1,-1,None,0,physical,0,0,0,500,0,40,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27199,Overpower,オーバーパワー,27xxx,4,30,87,2,1,Slashing,1,-1,None,0,physical,0,0,0,250,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27200,Enhanced Provoke,挑発効果アップ,27xxx,4,28,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27201,Swift Foresight,フォーサイトリキャストタイム短縮,27xxx,4,20,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,45,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27202,Swift Bloodbath,ブラッドバスリキャストタイム短縮,27xxx,4,16,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,45,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27203,Enhanced Enduring March,不屈の行軍効果アップ,27xxx,4,48,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27204,Enhanced Rampage,ランページ効果アップ,27xxx,4,44,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27205,Enhanced Berserk,バーサク効果アップ,27xxx,4,36,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27206,Enhanced Physical Crit Evasion,物理クリティカル回避力アップI,27xxx,4,32,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27207,Enhanced Parry,受け流し力アップI,27xxx,4,24,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27208,Enhanced Physical Defense,物理防御力アップI,27xxx,4,12,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27209,Enhanced Physical Defense II,物理防御力アップII,27xxx,4,40,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27210,Enhanced Physical Attack Power,物理攻撃力アップI,27xxx,4,8,113,2,-1,None,0,-1,None,0,none,0,0,0,0,0,5,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27220,Hawk's Eye,ホークアイ,27xxx,7,6,6,0,-1,None,0,-1,None,0,none,0,0,0,0,0,90,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27221,Quelling Strike,静者の撃,27xxx,7,22,6,0,-1,None,0,-1,None,0,none,0,0,0,0,0,60,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27222,Decoy,デコイ,27xxx,7,2,6,0,-1,None,0,-1,None,0,none,0,0,100,0,0,90,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27223,Chameleon,カメレオン,27xxx,7,42,6,0,-1,None,0,-1,None,0,none,0,0,0,0,0,180,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27224,Barrage,乱れ撃ち,27xxx,7,34,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,90,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27225,Raging Strike,猛者の撃,27xxx,7,14,113,0,-1,None,0,-1,None,0,none,0,0,0,0,0,10,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27226,Swiftsong,スウィフトソング,27xxx,7,26,113,0,-1,None,0,-1,None,0,none,0,0,100,0,0,10,0,8,-1,0,8,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27227,Battle Voice,バトルボイス,27xxx,18,0,91,0,-1,None,0,-1,None,0,none,0,0,0,0,0,900,0,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
27228,Heavy Shot,ヘヴィショット,27xxx,7,1,87,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,10,0,15,8,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27229,Leaden Arrow,レッデンアロー,27xxx,7,10,87,2,4,Projectile,1,-1,None,0,physical,0,0,0,1500,0,30,0,15,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27230,Wide Volley,ワイドボレー,27xxx,7,50,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,2000,0,80,0,15,-1,0,8,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=-0.2;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
27231,Quick Nock,クイックノック,27xxx,7,38,113,2,4,Projectile,1,-1,None,0,physical,0,0,0,1000,0,180,0,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
